award_show,category,year,winner,film,notes
Nigar Awards,Best cinematographer,1987,Jan Mohammad,Manilla Ki Bijlian,For Urdu films
Nigar Awards,Best playback female singer,1987,Mehnaz,Kundan,For Urdu films
Nigar Awards,Best playback male singer,1987,Akhlaq Ahmed,Kundan,For Urdu films
Nigar Awards,Best comedian,1987,Umer Sharif,Kundan,For Urdu films
Nigar Awards,Best Film,1987,,Dulari,For Punjabi films
Nigar Awards,Best Director,1987,Haider Chudhary,Dulari,For Punjabi films
Nigar Awards,Best script writer,1987,Bashir Niaz,Dulari,For Punjabi films
Nigar Awards,Best actor,1987,Sultan Rahi,Dulari,For Punjabi films
Nigar Awards,Best actress,1987,Anjuman,Dulari,For Punjabi films
Nigar Awards,Best musician,1987,M. Ashraf,Dulari,For Punjabi films
Nigar Awards,Best Producer,1987,Sahira Kazmi,Dhoop Kinaray,For television
Nigar Awards,Best Actor,1987,Rahat Kazmi,Dhoop Kinaray,For television
Nigar Awards,Best Writer,1987,Haseena Moin,Dhoop Kinaray,For television
Nigar Awards,Best Actress,1987,Saba Parvez,Aasman,For television
Nigar Awards,Best Newscaster (U),1987,Zubair-ud-din,PTV,For television
Nigar Awards,Best Newscaster (E),1987,Nahid Anwar,PTV,For television
Nigar Awards,Best Compere,1987,Naeem Bukhari,Jahan Numa,For television
Nigar Awards,Best Special Compere,1987,Saleem Tahir,Main Aur Aap,For television
Nigar Awards,Best Film,1988,,Bazar-e-Husan,For Urdu films
Nigar Awards,Best Director,1988,Javed Fazil,Bazar-e-Husan,For Urdu films
Nigar Awards,Best script writer,1988,Pervaiz Malik,Gharibon Ka Baadshah,For Urdu films
Nigar Awards,Best screenplay,1988,Fiaz Hashmi,Gharibon Ka Baadshah,For Urdu films
Nigar Awards,Best actor,1988,Javed Sheikh,Gharibon Ka Baadshah,For Urdu films
Nigar Awards,Best actress,1988,Salma Agha,Bazar-e-Husan,For Urdu films
Nigar Awards,Best Child Star,1988,Jamshaid Habib,Masoom Gawah,For Urdu films
Nigar Awards,Best musician,1988,M. Ashraf,Bazar-e-Husan,For Urdu films
Nigar Awards,Best Lyricist,1988,Ahmed Rahi,Bazar-e-Husan,For Urdu films
Nigar Awards,Best cinematographer,1988,M. Ayub,Aag Hi Aag,For Urdu films
Nigar Awards,Best playback male singer,1988,A. Nayyar,Gharibon Ka Baadshah,For Urdu films
Nigar Awards,Best comedian,1988,Abid Kashmiri,Bazar-e-Husan,For Urdu films
Nigar Awards,Best Film,1988,,Mukhra,For Punjabi films
Nigar Awards,Best Director,1988,Iqbal Kashmiri,,For Punjabi films
Nigar Awards,Best script writer,1988,Bashir Niaz,,For Punjabi films
Nigar Awards,Best actor,1988,Nadeem,,For Punjabi films
Nigar Awards,Best actress,1988,Babra Sharif,,For Punjabi films
Nigar Awards,Best supporting actress,1988,Samina Peerzada,,For Punjabi films
Nigar Awards,Best musician,1988,Wajhat Attre,,For Punjabi films
Nigar Awards,Best playback female singer,1988,Mehnaz,,For Punjabi films
Nigar Awards,Best Director,1988,Shehzad Khalil,Saya,For television
Nigar Awards,Best Writer,1988,Zakia Akbar,Saya,For television
Nigar Awards,Best Compere,1988,Nazia Hassan,Dhanak,For television
Nigar Awards,Best Compere,1988,Dildar Pervaiz Bhatti,Mela,For television
Nigar Awards,Best Compere,1988,Himayat Ali Shair,Aqeedat Ka Safar,For television
Nigar Awards,Best Newscaster,1988,Shazia Zaheer,PTV,For television
Nigar Awards,Best Newscaster,1988,Abdus Salam,PTV,For television
Nigar Awards,Best Announcer,1988,Fareeda Abbasi,PTV Karachi,For television
Nigar Awards,Best Film,1989,,Shaani,For Urdu films
Nigar Awards,Best Director,1989,Saeed Rizvi,Shaani,For Urdu films
Nigar Awards,Best script writer,1989,Razia Butt,Mohabbat Ho To Aisi,For Urdu films
Nigar Awards,Best screenplay,1989,Agha Nazir,Shaani,For Urdu films
Nigar Awards,Best actor,1989,Nadeem,Barood Ki Chahoon,For Urdu films
Nigar Awards,Best actress,1989,Kaveeta,Barood Ki Chahoon,For Urdu films
Nigar Awards,Best Supporting Actor,1989,Asif Khan,Shaani,For Urdu films
Nigar Awards,Best supporting actress,1989,Neelo,Barood Ki Chahoon,For Urdu films
Nigar Awards,Best musician,1989,M. Ashraf,Roop Ki Rani,For Urdu films
Nigar Awards,Best Lyricist,1989,Hakim Nasir,Dushmano Ka Dushman,For Urdu films
Nigar Awards,Best playback female singer,1989,Humaira Channa,Dushmano Ka Dushman,For Urdu films
Nigar Awards,Best playback male singer,1989,A. Nayyar,Taqat Ka Toofan,For Urdu films
Nigar Awards,Best comedian,1989,Umar Sharif,Barood Ki Chahoon,For Urdu films
Nigar Awards,Best comedian,1989,Saeed Rizvi,Shaani,For Urdu films
Nigar Awards,Best Film,1989,,Madam Bawari,For Punjabi films
Nigar Awards,Best Director,1989,Nazarul Islam,Madam Bawari,For Punjabi films
Nigar Awards,Best actor,1989,Sultan Rahi,Kalka,For Punjabi films
Nigar Awards,Best script writer,1989,Bashir Niaz,Zakhmi Aurat,For Punjabi films
Nigar Awards,Best actor,1989,Javed Sheikh,Baarish,For Punjabi films
Nigar Awards,Best actress,1989,Neeli,Madam Bawari,For Punjabi films
Nigar Awards,Best musician,1989,Zulfiqar Ali,Tees Mar Khan,For Punjabi films
Nigar Awards,Best Producer,1989,Sultana Siddiqui,Music program,For television
Nigar Awards,Best Writer,1989,Hameed Kashmiri,,For television
Nigar Awards,Best Writer,1989,Asghar Nadeem Syed,Pyas,For television
Nigar Awards,Best Actress,1989,Shakila Qureshi,Pyas,For television
Nigar Awards,Best Producer,1989,Nusrat Thhakur,Pyas,For television
Nigar Awards,Best Newscaster,1989,Qurat-ul-Ain Ali,PTV,For television
Nigar Awards,Best Newscater,1989,Azhar Lodhi,PTV,For television
Nigar Awards,Best Film,1990,,Insaniyat Kay Dushman,For Urdu films
Nigar Awards,Best Director,1990,Hasnain,Insaniyat Kay Dushman,For Urdu films
Nigar Awards,Best script writer,1990,Adeeb,Insaniyat Kay Dushman,For Urdu films
Nigar Awards,Best screenplay,1990,Syed Noor,Bulandi,For Urdu films
Nigar Awards,Best actor,1990,Javed Sheikh,Ustadon Ke Ustad,For Urdu films
Nigar Awards,Best actress,1990,Anjuman,Insaniyat Kay Dushman,For Urdu films
Nigar Awards,Best Supporting Actor,1990,Afzal Ahmed,Bulandi,For Urdu films
Nigar Awards,Best supporting actress,1990,Samina Pirzada,Bulandi,For Urdu films
Nigar Awards,Best musician,1990,Kamal Ahmed,Aasman,For Urdu films
Nigar Awards,Best Lyricist,1990,Masroor Anwar,Bulandi,For Urdu films
Nigar Awards,Best cinematographer,1990,Saleem But,Insaniyat Kay Dushman,For Urdu films
Nigar Awards,Best playback female singer,1990,Mehnaz,Bulandi,For Urdu films
Nigar Awards,Best playback male singer,1990,Akhlaq Ahmed,Bulandi,For Urdu films
Nigar Awards,Best Film,1990,,Hoshyar,For Punjabi films
Nigar Awards,Best Director,1990,Haider Chudhary,Hoshyar,For Punjabi films
Nigar Awards,Best script writer,1990,Haider Chudhary,Hoshyar,For Punjabi films
Nigar Awards,Best actor,1990,Nadeem,Gorian Dian Jhangra,For Punjabi films
Nigar Awards,Best actress,1990,Babra Sharif,Gorian Dian Jhangra,For Punjabi films
Nigar Awards,Best Supporting Actor,1990,Huyamoon Qureshi,Hoshyar,For Punjabi films
Nigar Awards,Best supporting actress,1990,Munaza Sheikh,Sheer Dil,For Punjabi films
Nigar Awards,Best musician,1990,Wajhat Attre,Gorian Dian Jhangra,For Punjabi films
Nigar Awards,Best Lyricist,1990,Waris Ludhanvi,Gorian Dian Jhangra,For Punjabi films
Nigar Awards,Best comedian,1990,Albela,Hoshyar,For Punjabi films
Nigar Awards,Best Producer,1990,Sahira Kazmi,Hawa Ki Beti,For television
Nigar Awards,Best Writer,1990,Noor-ul-Huda Shah,Hawa Ki Beti,For television
Nigar Awards,Best Producer,1990,Iqbal Ansari,Sung Chor,For television
Nigar Awards,Best Sindhi Actor,1990,Noor Muhammad Lashari,PTV,For television
Nigar Awards,Best Newscater,1990,Nahid Anwar,PTV,For television
Nigar Awards,Best Film,1991,,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best Director,1991,Hasnain,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best script writer,1991,Pervaiz Kalim,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best screenplay,1991,Pervaiz Kalim,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best actor,1991,Nadeem,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best actress,1991,Nadira,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best Supporting Actor,1991,Ghulam Mohiuddin,Zid,For Urdu films
Nigar Awards,Best supporting actress,1991,,,For Urdu films
Nigar Awards,Best musician,1991,Kamal Ahmed,Aandhi,For Urdu films
Nigar Awards,Best Lyricist,1991,Habib Jalib,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best cinematographer,1991,Babar Bilal,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best playback female singer,1991,Humaira Channa,Watan Kay Rakhwalay,For Urdu films
Nigar Awards,Best playback male singer,1991,,,For Urdu films
Nigar Awards,Best Film,1991,,Bakhtawar,For Punjabi films
Nigar Awards,Best Director,1991,Iqbal Kashmiri,Bakhtawar,For Punjabi films
Nigar Awards,Best script writer,1991,Tanveer Kazmi,Bakhtawar,For Punjabi films
Nigar Awards,Best actor,1991,Javed Sheikh,Kalay Choor,For Punjabi films
Nigar Awards,Best actress,1991,Neeli,Bakhtawar,For Punjabi films
Nigar Awards,Best Supporting Actor,1991,Badar Munir,Teen Yake Teen Chake,For Punjabi films
Nigar Awards,Best supporting actress,1991,Saima,Bakhtawar,For Punjabi films
Nigar Awards,Best musician,1991,M. Ashraf,Chiragh Bali,For Punjabi films
Nigar Awards,Best Lyricist,1991,Waris Ludhanvi,Chiragh Bali,For Punjabi films
Nigar Awards,Best playback female singer,1991,Noor Jehan,Chiragh Bali,For Punjabi films
Nigar Awards,Best comedian,1991,Rangeela,Teen Yake Teen Chake,For Punjabi films
Nigar Awards,Best Film,1992,,Mr. 420,For Urdu films
Nigar Awards,Best Director,1992,Umer Sharif,Mr. 420,For Urdu films
Nigar Awards,Best script writer,1992,Umer Sharif,Mr. 420,For Urdu films
Nigar Awards,Best screenplay,1992,Umer Sharif,Mr. 420,For Urdu films
Nigar Awards,Best actor,1992,Umer Sharif,Mr. 420,For Urdu films
Nigar Awards,Best actress,1992,Rubi Niazi,Mr. 420,For Urdu films
Nigar Awards,Best Supporting Actor,1992,Arshad Mehmood,Aaj Aur Kal,For Urdu films
Nigar Awards,Best supporting actress,1992,Zoya Butt,Aaj Aur Kal,For Urdu films
Nigar Awards,Best musician,1992,Kamal Ahmed,Aaj Ka Daur,For Urdu films
Nigar Awards,Best Lyricist,1992,Masroor Anwar,Aaj Ka Daur,For Urdu films
Nigar Awards,Best cinematographer,1992,M. Ayub,Aaj Ka Daur,For Urdu films
Nigar Awards,Best playback female singer,1992,Tarannum Naz,Aaj Ka Daur,For Urdu films
Nigar Awards,Best playback male singer,1992,Arshad Mehmood,Aaj Ka Daur,For Urdu films
Nigar Awards,Best Film,1992,,Chahat,For Punjabi films
Nigar Awards,Best Director,1992,Hasnain,Chahat,For Punjabi films
Nigar Awards,Best script writer,1992,Bashir Niaz,Chahat,For Punjabi films
Nigar Awards,Best actor,1992,Sultan Rahi,Majhoo,For Punjabi films
Nigar Awards,Best actress,1992,Anjuman,Majhoo,For Punjabi films
Nigar Awards,Best Supporting Actor,1992,Humayun Qureshi,Majhoo,For Punjabi films
Nigar Awards,Best supporting actress,1992,Shahida Mini,Chahat,For Punjabi films
Nigar Awards,Best musician,1992,M. Ashraf,Majhoo,For Punjabi films
Nigar Awards,Best Lyricist,1992,Khawaja Pervaiz,Chahat,For Punjabi films
Nigar Awards,Best playback female singer,1992,Noor Jehan,Majhoo,For Punjabi films
Nigar Awards,Best Film,1993,,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best Director,1993,Shamim Ara,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best script writer,1993,Pervaiz Kaleem,Gunaah,For Urdu films
Nigar Awards,Best screenplay,1993,Pervaiz Kaleem,Gunaah,For Urdu films
Nigar Awards,Best actor,1993,Umer Sharif,Mr. Charlie,For Urdu films
Nigar Awards,Best actress,1993,Reema,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best Supporting Actor,1993,Aurangzeb Leghari,Qasam,For Urdu films
Nigar Awards,Best supporting actress,1993,Kanwal Nauman,Qasam,For Urdu films
Nigar Awards,Best musician,1993,Wajid Ali Nashad,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best Lyricist,1993,Saeed Gilani,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best cinematographer,1993,Babar Bilal,Qasam,For Urdu films
Nigar Awards,Best playback female singer,1993,Humaira Channa,Gunaah,For Urdu films
Nigar Awards,Best playback male singer,1993,Sajjad Ali,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best comedian,1993,Ismail Tara,Hathi Mere Sathi,For Urdu films
Nigar Awards,Best Film,1993,,Insayniat,For Punjabi films
Nigar Awards,Best Director,1993,Hasnain,Insayniat,For Punjabi films
Nigar Awards,Best script writer,1993,Nasir Adeeb,Khuda Gawah,For Punjabi films
Nigar Awards,Best actor,1993,Javed Sheikh,Zamana,For Punjabi films
Nigar Awards,Best actress,1993,Neeli,Zamana,For Punjabi films
Nigar Awards,Best Supporting Actor,1993,Irfan Khoosat,Johtay Raees,For Punjabi films
Nigar Awards,Best supporting actress,1993,Bahar,Zamana,For Punjabi films
Nigar Awards,Best musician,1993,M. Ashraf,Insayniat,For Punjabi films
Nigar Awards,Best Lyricist,1993,Khawaja Pervaiz,Insayniat,For Punjabi films
Nigar Awards,Best playback female singer,1993,Shamsa Kanwal,Zamana,For Punjabi films
Nigar Awards,Best playback male singer,1993,Ghulam Abbas,Insayniat,For Punjabi films
Nigar Awards,Best Film,1994,,Sarkata Insaan,For Urdu films
Nigar Awards,Best Director,1994,Shamim Ara,Aakhri Mujra,For Urdu films
Nigar Awards,Best script writer,1994,Mazhar Anjum,Aakhri Mujra,For Urdu films
Nigar Awards,Best screenplay,1994,Mazhar Anjum,Aakhri Mujra,For Urdu films
Nigar Awards,Best actor,1994,Ghulam Mohiuddin,Sarkata Insaan,For Urdu films
Nigar Awards,Best actress,1994,Neeli,Aakhri Mujra,For Urdu films
Nigar Awards,Best Supporting Actor,1994,Talish,Aakhri Mujra,For Urdu films
Nigar Awards,Best supporting actress,1994,Nayyar Sultana,Sarkata Insaan,For Urdu films
Nigar Awards,Best musician,1994,Wajid Ali Nashad,Aakhri Mujra,For Urdu films
Nigar Awards,Best Lyricist,1994,Qateel Shifai,Sarkata Insaan,For Urdu films
Nigar Awards,Best cinematographer,1994,Saeed Rizvi,Sarkata Insaan,For Urdu films
Nigar Awards,Best playback female singer,1994,Humaira Channa,Aakhri Mujra,For Urdu films
Nigar Awards,Best playback male singer,1994,Tehseen Javed,Sarkata Insaan,For Urdu films
Nigar Awards,Best comedian,1994,Ismail Tara,Aakhri Mujra,For Urdu films
Nigar Awards,Best Film,1994,,Rani Beeti Raj Karaygi,For Punjabi films
Nigar Awards,Best Director,1994,Altaf Husain,Rani Beeti Raj Karaygi,For Punjabi films
Nigar Awards,Best script writer,1994,Bashir Niaz,Rani Beeti Raj Karaygi,For Punjabi films
Nigar Awards,Best actor,1994,Yousuf Khan,Buat Shikan,For Punjabi films
Nigar Awards,Best actress,1994,Reema,Rani Beeti Raj Karaygi,For Punjabi films
Nigar Awards,Best Supporting Actor,1994,Huymoon Qureshi,Khandan,For Punjabi films
Nigar Awards,Best supporting actress,1994,Bahar,Zameen Aasman,For Punjabi films
Nigar Awards,Best musician,1994,M. Ashraf,Aakhri Mujra,For Punjabi films
Nigar Awards,Best Lyricist,1994,Khawaja Pervaiz,Aakhri Mujra,For Punjabi films
Nigar Awards,Best playback female singer,1994,Shamsa Kanwal,Rani Beeti Raj Karraygi,For Punjabi films
Nigar Awards,Best playback male singer,1994,Ghulam Abbas,Rani Beeti Raj Karraygi,For Punjabi films
Nigar Awards,Best Film,1995,,Sargam,For Urdu films
Nigar Awards,Best Director,1995,Syed Noor,Sargam,For Urdu films
Nigar Awards,Best script writer,1995,Syed Noor,Sargam,For Urdu films
Nigar Awards,Best screenplay,1995,Dabeerul Hasan,Munda Bigra Jaiy,For Urdu films
Nigar Awards,Best actor,1995,Javed Sheikh,Mushkil,For Urdu films
Nigar Awards,Best actress,1995,Zeba Bakhtiar,Sargam,For Urdu films
Nigar Awards,Best Supporting Actor,1995,Mahraj Ghulam Hussain,Sargam,For Urdu films
Nigar Awards,Best supporting actress,1995,Zeba Shehnaz,Munda Bigra Jaiy,For Urdu films
Nigar Awards,Best musician,1995,Adnan Sami Khan,Sargam,For Urdu films
Nigar Awards,Best Lyricist,1995,Riaz-ur-Rahman Saghir,Sargam,For Urdu films
Nigar Awards,Best cinematographer,1995,Waqar Bukhari,Mushkil,For Urdu films
Nigar Awards,Best playback female singer,1995,Hadiqa Kiyani,Sargam,For Urdu films
Nigar Awards,Best playback male singer,1995,Anwar Rafi,Jeeva,For Urdu films
Nigar Awards,Best comedian,1995,Ismail Tara,Munda Bigra Jaiy,For Urdu films
Nigar Awards,Best Film,1995,,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best Director,1995,Masood Butt,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best script writer,1995,Nasir Adeeb,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best actor,1995,Sultan Rahi,Gubbar Singh,For Punjabi films
Nigar Awards,Best actress,1995,Reema,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best Supporting Actor,1995,Huymoon Qureshi,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best supporting actress,1995,Nargis,Madam Rani,For Punjabi films
Nigar Awards,Best musician,1995,M. Ashraf,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best Lyricist,1995,Khawaja Pervaiz,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best cinematographer,1995,Masood Butt,Madam Rani,For Punjabi films
Nigar Awards,Best playback female singer,1995,Saira Naseem,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best playback male singer,1995,Ghulam Abbas,Jungle Ka Qanoon,For Punjabi films
Nigar Awards,Best Director,1995,Taj Dar Alam,Drama Serial Chand Grehan,For television
Nigar Awards,Best Film,1996,,Hawaen,For Urdu films
Nigar Awards,Best Director,1996,Syed Noor,Hawaen,For Urdu films
Nigar Awards,Best script writer,1996,Rukhsana Noor,Hawaen,For Urdu films
Nigar Awards,Best screenplay,1996,Syed Noor,Hawaen,For Urdu films
Nigar Awards,Best actor,1996,Saud,Hawaen,For Urdu films
Nigar Awards,Best actress,1996,Meera,Khilona,For Urdu films
Nigar Awards,Best Supporting Actor,1996,Ali Aijaz,Khilona,For Urdu films
Nigar Awards,Best supporting actress,1996,Andaleeb,Ghunghat,For Urdu films
Nigar Awards,Best musician,1996,Amjad Bobby,Ghunghat,For Urdu films
Nigar Awards,Best Lyricist,1996,Riaz-ur-Rahman Saghir,Ghunghat,For Urdu films
Nigar Awards,Best cinematographer,1996,Waqar Bukhari,Chief Sahib,For Urdu films
Nigar Awards,Best playback female singer,1996,Shazia Manzoor and Saira Nasim,Chor Machaaey Shor,For Urdu films
Nigar Awards,Best playback male singer,1996,Arshad Mehmood,Ghunghat,For Urdu films
Nigar Awards,Best comedian,1996,Ismail Tara,Chief Sahib,For Urdu films
Nigar Awards,Best Film,1996,,Sakahi Badshah,For Punjabi films
Nigar Awards,Best Director,1996,Masood Butt,Sakahi Badshah,For Punjabi films
Nigar Awards,Best script writer,1996,Nasir Adeeb,Sakahi Badshah,For Punjabi films
Nigar Awards,Best actor,1996,Izhar Qazi,Sakahi Badshah,For Punjabi films
Nigar Awards,Best actress,1996,Saima,Sakahi Badshah,For Punjabi films
Nigar Awards,Best Supporting Actor,1996,Huymoon Qureshi,Sakahi Badshah,For Punjabi films
Nigar Awards,Best supporting actress,1996,Neeli,Sakahi Badshah,For Punjabi films
Nigar Awards,Best musician,1996,Taffu,Sakahi Badshah,For Punjabi films
Nigar Awards,Best cinematographer,1996,Masood Butt,Sakahi Badshah,For Punjabi films
Nigar Awards,Best Film,1997,,Deewane Tere Pyar Ke,For Urdu films
Nigar Awards,Best Director,1997,Syed Noor,Deewane Tere Pyar Ke,For Urdu films
Nigar Awards,Best script writer,1997,Syed Noor,Deewane Tere Pyar Ke,For Urdu films
Nigar Awards,Best screenplay,1997,Khalilur Rehman Qamar,Karaz,For Urdu films
Nigar Awards,Best actor,1997,Shaan,Sangam,For Urdu films
Nigar Awards,Best actress,1997,Neeli,Mard Jeenay Nahi Dete,For Urdu films
Nigar Awards,Best Supporting Actor,1997,Ghulam Mohiuddin,Karz,For Urdu films
Nigar Awards,Best supporting actress,1997,Sana,Sangam,For Urdu films
Nigar Awards,Best musician,1997,Amjad Bobby,Deewane Tere Pyar Ke,For Urdu films
Nigar Awards,Best Lyricist,1997,Rukhsana Noor,Sangam,For Urdu films
Nigar Awards,Best cinematographer,1997,Aakif Malik,Deewane Tere Pyar Ke,For Urdu films
Nigar Awards,Best playback female singer,1997,Humaira Channa,Sangam,For Urdu films
Nigar Awards,Best playback male singer,1997,Anwar Rafi,Dil Kisi Ka Dost Nahi,For Urdu films
Nigar Awards,Best comedian,1997,Sardar Kamal,Deewane Tere Pyar Ke,For Urdu films
Nigar Awards,Best Film,1997,,Kala Raj,For Punjabi films
Nigar Awards,Best Director,1997,Faiz Malik,Kala Raj,For Punjabi films
Nigar Awards,Best script writer,1997,Nasir Adeeb,Kala Raj,For Punjabi films
Nigar Awards,Best actor,1997,Izhar Qazi,Kala Raj,For Punjabi films
Nigar Awards,Best actress,1997,Reema,Kala Raj,For Punjabi films
Nigar Awards,Best Supporting Actor,1997,Shafqat Cheema,Kala Raj,For Punjabi films
Nigar Awards,Best supporting actress,1997,Nargis,Kala Raj,For Punjabi films
Nigar Awards,Best musician,1997,Wajaht Attre,Sukan,For Punjabi films
Nigar Awards,Best Lyricist,1997,Saeed Gilani,Kala Raj,For Punjabi films
Nigar Awards,Best playback female singer,1997,Azra Jehan,Loharia,For Punjabi films
Nigar Awards,Best Film,1998,,Nikah,For Urdu films
Nigar Awards,Best Director,1998,Sangeeta,Nikah,For Urdu films
Nigar Awards,Best script writer,1998,Pervaiz Kalim,Nikah,For Urdu films
Nigar Awards,Best screenplay,1998,Syed Noor,Zaiwar,For Urdu films
Nigar Awards,Best actor,1998,Shaan,Nikah,For Urdu films
Nigar Awards,Best actress,1998,Reema,Nikah,For Urdu films
Nigar Awards,Best Supporting Actor,1998,Sohail Khan,Deewarain,For Urdu films
Nigar Awards,Best supporting actress,1998,Sahiba,Zaiver,For Urdu films
Nigar Awards,Best musician,1998,Nisar Bazmi,Very Good Duniya Very Bad Log,For Urdu films
Nigar Awards,Best Lyricist,1998,Masroor Anwar,Very Good Duniya Very Bad Log,For Urdu films
Nigar Awards,Best cinematographer,1998,Riaz Butt,Nikah,For Urdu films
Nigar Awards,Best playback female singer,1998,Shazia Manzoor,Very Good Duniya Very Bad Log,For Urdu films
Nigar Awards,Best playback male singer,1998,Anwar Rafi,Very Good Duniya Very Bad Log,For Urdu films
Nigar Awards,Best comedian,1998,Ismail Tara,Deewarain,For Urdu films
Nigar Awards,Best Film,1998,,Choorian,For Punjabi films
Nigar Awards,Best Director,1998,Syed Noor,Choorian,For Punjabi films
Nigar Awards,Best script writer,1998,Rukhsana Noor,Choorian,For Punjabi films
Nigar Awards,Best actor,1998,Moammar Rana,Choorian,For Punjabi films
Nigar Awards,Best actress,1998,Saima,Choorian,For Punjabi films
Nigar Awards,Best Supporting Actor,1998,Shafqat Cheema,Choorian,For Punjabi films
Nigar Awards,Best supporting actress,1998,Erum Tahir,Pardeesi,For Punjabi films
Nigar Awards,Best musician,1998,Zulfiqar Ali,Choorian,For Punjabi films
Nigar Awards,Best Lyricist,1998,Masroor Anwar,Choorian,For Punjabi films
Nigar Awards,Best cinematographer,1998,Naseeruddin,Choorian,For Punjabi films
Nigar Awards,Best playback female singer,1998,Saira Naseem,Choorian,For Punjabi films
Nigar Awards,Best playback male singer,1998,Ameer Ali,Choorian,For Punjabi films
Nigar Awards,Best Director,1998,Tajdar Alam,"Drama Serial, Rahi-The Great",For Television Serial
Nigar Awards,Best Film,1999,,Jannat Ki Talash,For Urdu films
Nigar Awards,Best Director,1999,Hassan Askari,Jannat Ki Talash,For Urdu films
Nigar Awards,Best script writer,1999,Navees Pervaiz,Jannat Ki Talash,For Urdu films
Nigar Awards,Best screenplay,1999,Syed Noor,Daku Rani,For Urdu films
Nigar Awards,Best actor,1999,Shaan,Jannat Ki Talash,For Urdu films
Nigar Awards,Best actress,1999,Resham,Jannat Ki Talash,For Urdu films
Nigar Awards,Best Supporting Actor,1999,Javed Sheikh,Guns and Roses,For Urdu films
Nigar Awards,Best supporting actress,1999,Sana,Jannat Ki Talash,For Urdu films
Nigar Awards,Best musician,1999,Waqar Ali,Ek Aur Love Story,For Urdu films
Nigar Awards,Best Lyricist,1999,Ahmed Faraz,Jannat Ki Talash,For Urdu films
Nigar Awards,Best cinematographer,1999,Waqar Bukhari,Guns and Roses,For Urdu films
Nigar Awards,Best choreographer,1999,,Guns and Roses,For Urdu films
Nigar Awards,Best playback female singer,1999,Mehnaz,Jannat Ki Talash,For Urdu films
Nigar Awards,Best playback male singer,1999,Asif Mehdi,Jannat Ki Talash,For Urdu films
Nigar Awards,Best Film editor,1999,Z.A. Zulfi,Daku Rani,For Urdu films
Nigar Awards,Best art director,1999,Tanveer Malik,Guns and Roses,For Urdu films
Nigar Awards,Best sound editor,1999,,Mujhe Jeenay Do,For Urdu films
Nigar Awards,Best comedian,1999,,,For Urdu films
Nigar Awards,Special award,1999,Muhammad Ali,Millennium Award (Nigar Awards),For Urdu films
Nigar Awards,Special award,1999,Zeba,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Nadeem,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Bahar Begum,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Qateel Shifai,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Badar Munir,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Umer Sharif,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Rangeela,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Sabiha Khanum,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Neelo,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Nusret Fateh Ali Khan,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Mehdi Hassan,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Noor Jahan,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Ali Sufyan Afaqi,Millennium award,For Urdu films
Nigar Awards,Special award,1999,Shamim Ara,Ilyas Rashidi Gold Medal,For Urdu films
Nigar Awards,Special award,1999,Anjuman,,For Urdu films
Nigar Awards,Special award,1999,Meera,,For Urdu films
Nigar Awards,Special award,1999,Shehzad Roy,,For Urdu films
Nigar Awards,Best Film,1999,,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best Director,1999,Masood Butt,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best script writer,1999,Babar Kashmiri,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best actor,1999,Moammar Rana,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best actress,1999,Reema,Nikki Jaee Haan,For Punjabi films
