year,ceremony,category,nominee,film,country,winner,source_url
2016,London Critics Circle 2016,British Actress of the Year,"I, Daniel Blake",Katie Morgan,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2016,London Critics Circle 2016,British Actress of the Year,Loving and Iona,Mildred Loving and Iona,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2016,London Critics Circle 2016,British Actress of the Year,"Moonlight, Our Kind of Traitor and Collateral Beauty","Paula, Gail MacKendrick, and Madeleine",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2016,London Critics Circle 2016,British Film of the Year,,"I, Daniel Blake",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2016,London Critics Circle 2016,Director of the Year,Son of Saul,László Nemes,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2016,London Critics Circle 2016,Screenwriter of the Year,Manchester by the Sea,Kenneth Lonergan,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2016,London Critics Circle 2016,Supporting Actor of the Year,Mahershala Ali,Moonlight,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2016,London Critics Circle 2016,Supporting Actress of the Year,Naomie Harris,Moonlight,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2017,London Critics Circle 2017,Actor of the Year,Timothée Chalamet,Call Me by Your Name,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2017,London Critics Circle 2017,Actress of the Year,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2017,London Critics Circle 2017,British Actor of the Year,Daniel Kaluuya,Get Out,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2017,London Critics Circle 2017,British Actress of the Year,Sally Hawkins,"Maudie, Paddington 2, and The Shape of Water",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2017,London Critics Circle 2017,British Actress of the Year,Daphne,Daphne Vitale,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2017,London Critics Circle 2017,British Actress of the Year,Lady Bird and Loving Vincent,"Christine ""Lady Bird"" McPherson and Marguerite Gachet",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2017,London Critics Circle 2017,British Actress of the Year,Lady Macbeth,Katherine Lester,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2017,London Critics Circle 2017,British Actress of the Year,Victoria & Abdul and Murder on the Orient Express,Queen Victoria and Princess Natalia Dragomiroff,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2017,London Critics Circle 2017,British Film of the Year,,Dunkirk,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2017,London Critics Circle 2017,Director of the Year,The Florida Project,Sean Baker,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2017,London Critics Circle 2017,Screenwriter of the Year,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2017,London Critics Circle 2017,Supporting Actor of the Year,Hugh Grant,Paddington 2,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2017,London Critics Circle 2017,Supporting Actress of the Year,Lesley Manville,Phantom Thread,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2017,London Critics Circle 2017,Supporting Actress of the Year,Certain Women,Jamie,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2017,London Critics Circle 2017,Supporting Actress of the Year,"I, Tonya",LaVona Golden,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2017,London Critics Circle 2017,Supporting Actress of the Year,Lady Bird,Marion McPherson,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2017,London Critics Circle 2017,Supporting Actress of the Year,The Big Sick,Beth Gardner,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2018,London Critics Circle 2018,Actor of the Year,Ethan Hawke,First Reformed,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2018,London Critics Circle 2018,Actress of the Year,Olivia Colman,The Favourite,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2018,London Critics Circle 2018,British Actor of the Year,Rupert Everett,The Happy Prince,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2018,London Critics Circle 2018,British Actress of the Year,Jessie Buckley,Beast,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2018,London Critics Circle 2018,British Actress of the Year,"A Quiet Place, Mary Poppins Returns, and Sherlock Gnomes","Evelyn Abbott, Mary Poppins, and Juliet",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2018,London Critics Circle 2018,British Actress of the Year,Disobedience and The Favourite,"Ronit Krushka and Sarah Churchill, Duchess of Marlborough",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2018,London Critics Circle 2018,British Actress of the Year,"First Man, The Girl in the Spider's Web, and Unsane","Janet Armstrong, Lisbeth Salander, and Sawyer Valentini",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2018,London Critics Circle 2018,British Actress of the Year,The Favourite,Queen Anne,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2018,London Critics Circle 2018,British Film of the Year,,The Favourite,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2018,London Critics Circle 2018,Director of the Year,Roma≈,Alfonso Cuarón,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2018,London Critics Circle 2018,Screenwriter of the Year,The Favourite,Deborah Davis and Tony McNamara,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2018,London Critics Circle 2018,Supporting Actor of the Year,Richard E. Grant,Can You Ever Forgive Me?,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2018,London Critics Circle 2018,Supporting Actress of the Year,Rachel Weisz,The Favourite,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2018,London Critics Circle 2018,Supporting Actress of the Year,Bad Times at the El Royale,Darlene Sweet,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2018,London Critics Circle 2018,Supporting Actress of the Year,First Man,Janet Armstrong,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2018,London Critics Circle 2018,Supporting Actress of the Year,If Beale Street Could Talk,Sharon Rivers,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2018,London Critics Circle 2018,Supporting Actress of the Year,Widows,Alice,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2019,London Critics Circle 2019,Actor of the Year,Joaquin Phoenix,Joker,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2019,London Critics Circle 2019,Actress of the Year,Renée Zellweger,Judy,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2019,London Critics Circle 2019,British Actor of the Year,Robert Pattinson,"High Life, The King and The Lighthouse",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2019,London Critics Circle 2019,British Actress of the Year,Florence Pugh,"Fighting with My Family, Little Women, and Midsommar",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2019,London Critics Circle 2019,British Actress of the Year,Harriet,Harriet Tubman,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2019,London Critics Circle 2019,British Actress of the Year,Little Women,"Josephine ""Jo"" March",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2019,London Critics Circle 2019,British Actress of the Year,Maleficent: Mistress of Evil and Ordinary Love,Flittle and Joan Thompson,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2019,London Critics Circle 2019,British Actress of the Year,Wild Rose and Judy,Rose-Lynn Harlan and Rosalyn Wilder,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2019,London Critics Circle 2019,British Film of the Year,,The Souvenir,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2019,London Critics Circle 2019,Director of the Year,Parasite≈,Bong Joon-ho,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2019,London Critics Circle 2019,Screenwriter of the Year,Marriage Story,Noah Baumbach,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2019,London Critics Circle 2019,Supporting Actor of the Year,Joe Pesci,The Irishman,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2019,London Critics Circle 2019,Supporting Actress of the Year,Laura Dern,Marriage Story,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2019,London Critics Circle 2019,Supporting Actress of the Year,Bombshell,Kayla Pospisil,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2019,London Critics Circle 2019,Supporting Actress of the Year,Hustlers,Ramona Vega,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2019,London Critics Circle 2019,Supporting Actress of the Year,Little Women,Amy March,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2019,London Critics Circle 2019,Supporting Actress of the Year,The Souvenir,Rosalind,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2020,London Critics Circle 2020,Actor of the Year,Chadwick Boseman,Ma Rainey's Black Bottom,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2020,London Critics Circle 2020,Actress of the Year,Frances McDormand,Nomadland,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2020,London Critics Circle 2020,British Actor of the Year,Riz Ahmed,Mogul Mowgli and Sound of Metal,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2020,London Critics Circle 2020,British Actress of the Year,Morfydd Clark,Eternal Beauty and Saint Maud,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2020,London Critics Circle 2020,British Actress of the Year,I'm Thinking of Ending Things and Misbehaviour,Young Woman and Jo Robinson,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2020,London Critics Circle 2020,British Actress of the Year,Pieces of a Woman and The World to Come,Martha Weiss and Tallie,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2020,London Critics Circle 2020,British Actress of the Year,Rocks,"Olushola ""Rocks"" Omotoso",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2020,London Critics Circle 2020,British Actress of the Year,The Dig and Promising Young Woman,"Edith Pretty and Cassandra ""Cassie"" Thomas",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2020,London Critics Circle 2020,British Film of the Year,,Saint Maud,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2020,London Critics Circle 2020,Director of the Year,Small Axe,Steve McQueen,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2020,London Critics Circle 2020,Screenwriter of the Year,Nomadland,Chloé Zhao,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2020,London Critics Circle 2020,Supporting Actor of the Year,Shaun Parkes,Small Axe: Mangrove,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2020,London Critics Circle 2020,Supporting Actress of the Year,Maria Bakalova,Borat Subsequent Moviefilm,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2020,London Critics Circle 2020,Supporting Actress of the Year,Babyteeth,Anna Finlay,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2020,London Critics Circle 2020,Supporting Actress of the Year,Mank,Marion Davies,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2020,London Critics Circle 2020,Supporting Actress of the Year,Pieces of a Woman,Elizabeth Weiss,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2020,London Critics Circle 2020,Supporting Actress of the Year,Saint Maud,Amanda Köhl,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2021,London Critics Circle 2021,Actor of the Year,Benedict Cumberbatch,The Power of the Dog,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2021,London Critics Circle 2021,Actress of the Year,Olivia Colman,The Lost Daughter,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2021,London Critics Circle 2021,British Actor of the Year,Andrew Garfield,"The Eyes of Tammy Faye, Mainstream, Spider-Man: No Way Home and Tick, Tick... Boom!",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2021,London Critics Circle 2021,British Actress of the Year,Tilda Swinton,"The French Dispatch, Memoria and The Souvenir Part II",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2021,London Critics Circle 2021,British Actress of the Year,After Love,Mary Hussain,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2021,London Critics Circle 2021,British Actress of the Year,Passing and Poly Styrene: I Am a Cliché,Clare Bellew and the Narrator,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2021,London Critics Circle 2021,British Actress of the Year,"The Electrical Life of Louis Wain, The Lost Daughter, The Mitchells vs. the Machines, Mothering Sunday, and Ron's Gone Wrong","The Narrator, Leda Caruso, PAL, Clarrie Niven, and Donka Pudowski",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2021,London Critics Circle 2021,British Actress of the Year,The Lost Daughter,Young Leda Caruso,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2021,London Critics Circle 2021,British Film of the Year,,The Souvenir Part II,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2021,London Critics Circle 2021,Director of the Year,The Power of the Dog≈,Jane Campion,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2021,London Critics Circle 2021,Screenwriter of the Year,Drive My Car,Ryusuke Hamaguchi and Takamasa Oe,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2021,London Critics Circle 2021,Supporting Actor of the Year,Kodi Smit-McPhee,The Power of the Dog,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2021,London Critics Circle 2021,Supporting Actress of the Year,Ruth Negga,Passing,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2021,London Critics Circle 2021,Supporting Actress of the Year,The Lost Daughter,Young Leda,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2021,London Critics Circle 2021,Supporting Actress of the Year,The Power of the Dog,Rose Gordon,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2021,London Critics Circle 2021,Supporting Actress of the Year,West Side Story,Anita,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2021,London Critics Circle 2021,Supporting Actress of the Year,West Side Story,Valentina,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2022,London Critics Circle 2022,Actor of the Year,Colin Farrell,The Banshees of Inisherin,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2022,London Critics Circle 2022,Actress of the Year,Cate Blanchett,Tár,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2022,London Critics Circle 2022,British Actor of the Year,Bill Nighy,Living,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actor_of_the_Year
2022,London Critics Circle 2022,British Actress of the Year,Florence Pugh,"Don't Worry Darling, Puss in Boots: The Last Wish and The Wonder",,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2022,London Critics Circle 2022,British Actress of the Year,"Aisha, Black Panther: Wakanda Forever, and The Silent Twins","Aisha Osagie, Shuri, and June Gibbons",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2022,London Critics Circle 2022,British Actress of the Year,"Empire of Light, Joyride, Puss in Boots: The Last Wish, and Scrooge: A Christmas Carol","Hilary Small, Joy, Mama Bear, and Past",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2022,London Critics Circle 2022,British Actress of the Year,"Good Luck to You, Leo Grande and Matilda the Musical",Nancy Stokes / Susan Robinson and Miss Trunchbull,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2022,London Critics Circle 2022,British Actress of the Year,"Men, Scrooge: A Christmas Carol, and Women Talking","Harper Marlowe, Isabel Fezziwig, and Mariche Loewen",,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Actress_of_the_Year
2022,London Critics Circle 2022,British Film of the Year,,The Banshees of Inisherin,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2022,London Critics Circle 2022,Director of the Year,Tár°,Todd Field,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2022,London Critics Circle 2022,Screenwriter of the Year,The Banshees of Inisherin,Martin McDonagh,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2022,London Critics Circle 2022,Supporting Actor of the Year,Barry Keoghan,The Banshees of Inisherin,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2022,London Critics Circle 2022,Supporting Actress of the Year,Kerry Condon,The Banshees of Inisherin,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2022,London Critics Circle 2022,Supporting Actress of the Year,Saint Omer,Laurence Coly,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2022,London Critics Circle 2022,Supporting Actress of the Year,The Whale,Liz,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2022,London Critics Circle 2022,Supporting Actress of the Year,Triangle of Sadness,Abigail,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2022,London Critics Circle 2022,Supporting Actress of the Year,Tár,Sharon Goodnow,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2023,London Critics Circle 2023,Actor of the Year,Andrew Scott,All of Us Strangers,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2023,London Critics Circle 2023,Actress of the Year,Emma Stone,Poor Things,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2023,London Critics Circle 2023,British Film of the Year,,All of Us Strangers,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2023,London Critics Circle 2023,Director of the Year,The Zone of Interest°,Jonathan Glazer,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2023,London Critics Circle 2023,Screenwriter of the Year,Anatomy of a Fall,Justine Triet & Arthur Harari,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2023,London Critics Circle 2023,Supporting Actor of the Year,Charles Melton,May December,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2023,London Critics Circle 2023,Supporting Actress of the Year,Da'Vine Joy Randolph,The Holdovers,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2023,London Critics Circle 2023,Supporting Actress of the Year,All of Us Strangers,Adam's mother,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2023,London Critics Circle 2023,Supporting Actress of the Year,May December,Gracie Atherton-Yoo,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2023,London Critics Circle 2023,Supporting Actress of the Year,Saltburn,Lady Elspeth Catton,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2023,London Critics Circle 2023,Supporting Actress of the Year,The Zone of Interest,Hedwig Höss,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2024,London Critics Circle 2024,Actor of the Year,Ralph Fiennes,Conclave,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2024,London Critics Circle 2024,Actress of the Year,Marianne Jean-Baptiste,Hard Truths,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2024,London Critics Circle 2024,British Film of the Year,,Conclave,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2024,London Critics Circle 2024,Director of the Year,Nickel Boys,RaMell Ross,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Director_of_the_Year
2024,London Critics Circle 2024,Screenwriter of the Year,A Real Pain,Jesse Eisenberg,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Screenwriter_of_the_Year
2024,London Critics Circle 2024,Supporting Actor of the Year,Kieran Culkin,A Real Pain,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2024,London Critics Circle 2024,Supporting Actress of the Year,Zoe Saldaña,Emilia Pérez,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2024,London Critics Circle 2024,Supporting Actress of the Year,Conclave,Sister Agnes,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2024,London Critics Circle 2024,Supporting Actress of the Year,Hard Truths,Chantelle,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2024,London Critics Circle 2024,Supporting Actress of the Year,The Piano Lesson,Berniece,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2024,London Critics Circle 2024,Supporting Actress of the Year,The Substance,Sue,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2025,London Critics Circle 2025,Actor of the Year,Timothée Chalamet,Marty Supreme,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actor_of_the_Year
2025,London Critics Circle 2025,Actress of the Year,Jessie Buckley,Hamnet,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Actress_of_the_Year
2025,London Critics Circle 2025,British Film of the Year,,Pillion,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_British_Film_of_the_Year
2025,London Critics Circle 2025,Supporting Actor of the Year,Sean Penn,One Battle After Another,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actor_of_the_Year
2025,London Critics Circle 2025,Supporting Actress of the Year,Amy Madigan,Weapons,,1,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2025,London Critics Circle 2025,Supporting Actress of the Year,Marty Supreme,Rachel Mizler,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2025,London Critics Circle 2025,Supporting Actress of the Year,One Battle After Another,Perfidia Beverly Hills,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2025,London Critics Circle 2025,Supporting Actress of the Year,Sentimental Value,Agnes Borg Pettersen,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
2025,London Critics Circle 2025,Supporting Actress of the Year,Sinners,Annie,,0,https://en.wikipedia.org/wiki/London_Film_Critics%27_Circle_Award_for_Supporting_Actress_of_the_Year
